	place	material	descriptor	emotion	color	smell	geography	sound
Colombia	0	0	0	0	0	0	1	0
Ecuador	0	0	0	0	0	0	1	0
Bolivia	0	0	0	0	0	0	1	0
Uruguay	0	0	0	0	0	0	1	0
Paraguay	0	0	0	0	0	0	1	0
the Caribbean	0	0	0	0	0	0	1	0
Mexico	0	0	0	0	0	0	1	0
Canada	0	0	0	0	0	0	1	0
Costa Rica	0	0	0	0	0	0	1	0
El Salvador	0	0	0	0	0	0	1	0
Guatemala	0	0	0	0	0	0	1	0
Honduras	0	0	0	0	0	0	1	0
Central Asia	0	0	0	0	0	0	1	0
Kazakhstan	0	0	0	0	0	0	1	0
Kyrgyzstan	0	0	0	0	0	0	1	0
Tajikistan	0	0	0	0	0	0	1	0
Turkmenistan	0	0	0	0	0	0	1	0
Uzbekistan	0	0	0	0	0	0	1	0
China	0	0	0	0	0	0	1	0
India	0	0	0	0	0	0	1	0
Pakistan	0	0	0	0	0	0	1	0
Japan	0	0	0	0	0	0	1	0
Korea	0	0	0	0	0	0	1	0
North Korea	0	0	0	0	0	0	1	0
Australia	0	0	0	0	0	0	1	0
New Zealand	0	0	0	0	0	0	1	0
Antarctica	0	0	0	0	0	0	1	0
Morocco	0	0	0	0	0	0	1	0
South Africa	0	0	0	0	0	0	1	0
Algeria	0	0	0	0	0	0	1	0
Nigeria	0	0	0	0	0	0	1	0
Kenya	0	0	0	0	0	0	1	0
Tunisia	0	0	0	0	0	0	1	0
Ethiopia	0	0	0	0	0	0	1	0
Mauritius	0	0	0	0	0	0	1	0
Tanzania	0	0	0	0	0	0	1	0
Libya	0	0	0	0	0	0	1	0
Madagascar	0	0	0	0	0	0	1	0
Qatar	0	0	0	0	0	0	1	0
Saudi Arabia	0	0	0	0	0	0	1	0
Panama	0	0	0	0	0	0	1	0
Cuba	0	0	0	0	0	0	1	0
Venice	0	0	0	0	0	0	1	0
Seville	0	0	0	0	0	0	1	0
Lhasa	0	0	0	0	0	0	1	0
Rio de Janeiro	0	0	0	0	0	0	1	0
Marrakesh	0	0	0	0	0	0	1	0
Petra	0	0	0	0	0	0	1	0
Florence	0	0	0	0	0	0	1	0
Havana	0	0	0	0	0	0	1	0
Kyoto	0	0	0	0	0	0	1	0
Jerusalem	0	0	0	0	0	0	1	0
Athens	0	0	0	0	0	0	1	0
Kathmandu	0	0	0	0	0	0	1	0
a moon colony	0	0	0	0	0	0	1	0
a Martian colony	0	0	0	0	0	0	1	0
an asteroid mining colony	0	0	0	0	0	0	1	0
a deep space station	0	0	0	0	0	0	1	0
space	0	0	0	0	0	0	1	0
a fallen empire	0	0	0	0	0	0	1	0
a frontier	0	0	0	0	0	0	1	0
a world like our own	0	0	0	0	0	0	1	0
a virtual world	0	0	0	0	0	0	1	0
a deep jungle	0	0	0	0	0	0	1	0
an undersea society	0	0	0	0	0	0	1	0
a primitive society	0	0	0	0	0	0	1	0
a battleground	0	0	0	0	0	0	1	0
the Internet	0	0	0	0	0	0	1	0
a dream	0	0	0	0	0	0	1	0
screams	0	0	0	0	0	0	0	1
conversation	0	0	0	0	0	0	0	1
music	0	0	0	0	0	0	0	1
gunfire	0	0	0	0	0	0	0	1
traffic	0	0	0	0	0	0	0	1
industry	0	0	0	0	0	0	0	1
machinery	0	0	0	0	0	0	0	1
birdsong	0	0	0	0	0	0	0	1
flowing water	0	0	0	0	0	0	0	1
rainfall	0	0	0	0	0	0	0	1
storms	0	0	0	0	0	0	0	1
ocean waves	0	0	0	0	0	0	0	1
steam trains	0	0	0	0	0	0	0	1
horses	0	0	0	0	0	0	0	1
panpipes	0	0	0	0	0	0	0	1
insects	0	0	0	0	0	0	0	1
didgeridoo	0	0	0	0	0	0	0	1
fireworks	0	0	0	0	0	0	0	1
demolition	0	0	0	0	0	0	0	1
piano	0	0	0	0	0	0	0	1
static	0	0	0	0	0	0	0	1
accordion	0	0	0	0	0	0	0	1
bass	0	0	0	0	0	0	0	1
bagpipes	0	0	0	0	0	0	0	1
sitar	0	0	0	0	0	0	0	1
saxophone	0	0	0	0	0	0	0	1
a cappella music	0	0	0	0	0	0	0	1
abstract music	0	0	0	0	0	0	0	1
abstract beats music	0	0	0	0	0	0	0	1
abstract hip hop music	0	0	0	0	0	0	0	1
abstract idm music	0	0	0	0	0	0	0	1
abstractro music	0	0	0	0	0	0	0	1
accordion music	0	0	0	0	0	0	0	1
acid house music	0	0	0	0	0	0	0	1
acid jazz music	0	0	0	0	0	0	0	1
acid techno music	0	0	0	0	0	0	0	1
acousmatic music	0	0	0	0	0	0	0	1
acoustic blues music	0	0	0	0	0	0	0	1
acoustic pop music	0	0	0	0	0	0	0	1
adult standards music	0	0	0	0	0	0	0	1
african percussion music	0	0	0	0	0	0	0	1
african rock music	0	0	0	0	0	0	0	1
afrikaans music	0	0	0	0	0	0	0	1
afrobeat music	0	0	0	0	0	0	0	1
afrobeats music	0	0	0	0	0	0	0	1
aggrotech music	0	0	0	0	0	0	0	1
albanian pop music	0	0	0	0	0	0	0	1
album rock music	0	0	0	0	0	0	0	1
albuquerque indie music	0	0	0	0	0	0	0	1
alternative americana music	0	0	0	0	0	0	0	1
alternative country music	0	0	0	0	0	0	0	1
alternative dance music	0	0	0	0	0	0	0	1
alternative emo music	0	0	0	0	0	0	0	1
alternative hardcore music	0	0	0	0	0	0	0	1
alternative hip hop music	0	0	0	0	0	0	0	1
alternative metal music	0	0	0	0	0	0	0	1
alternative metalcore music	0	0	0	0	0	0	0	1
alternative new age music	0	0	0	0	0	0	0	1
alternative pop music	0	0	0	0	0	0	0	1
alternative pop rock music	0	0	0	0	0	0	0	1
alternative r&b music	0	0	0	0	0	0	0	1
alternative rock music	0	0	0	0	0	0	0	1
alternative roots rock music	0	0	0	0	0	0	0	1
ambeat music	0	0	0	0	0	0	0	1
ambient music	0	0	0	0	0	0	0	1
ambient dub techno music	0	0	0	0	0	0	0	1
ambient fusion music	0	0	0	0	0	0	0	1
ambient idm music	0	0	0	0	0	0	0	1
ambient psychill music	0	0	0	0	0	0	0	1
ambient trance music	0	0	0	0	0	0	0	1
anarcho-punk music	0	0	0	0	0	0	0	1
andean music	0	0	0	0	0	0	0	1
anime music	0	0	0	0	0	0	0	1
anime score music	0	0	0	0	0	0	0	1
anti-folk music	0	0	0	0	0	0	0	1
antiviral pop music	0	0	0	0	0	0	0	1
appalachian folk music	0	0	0	0	0	0	0	1
arab folk music	0	0	0	0	0	0	0	1
arab pop music	0	0	0	0	0	0	0	1
arabesk music	0	0	0	0	0	0	0	1
argentine indie music	0	0	0	0	0	0	0	1
argentine reggae music	0	0	0	0	0	0	0	1
argentine rock music	0	0	0	0	0	0	0	1
armenian folk music	0	0	0	0	0	0	0	1
art rock music	0	0	0	0	0	0	0	1
athens indie music	0	0	0	0	0	0	0	1
atmospheric black metal music	0	0	0	0	0	0	0	1
atmospheric post rock music	0	0	0	0	0	0	0	1
atmospheric post-metal music	0	0	0	0	0	0	0	1
aussietronica music	0	0	0	0	0	0	0	1
austindie music	0	0	0	0	0	0	0	1
australian alternative rock music	0	0	0	0	0	0	0	1
australian country music	0	0	0	0	0	0	0	1
australian dance music	0	0	0	0	0	0	0	1
australian hip hop music	0	0	0	0	0	0	0	1
australian indie music	0	0	0	0	0	0	0	1
australian pop music	0	0	0	0	0	0	0	1
austrian hip hop music	0	0	0	0	0	0	0	1
austropop music	0	0	0	0	0	0	0	1
avant-garde music	0	0	0	0	0	0	0	1
avant-garde jazz music	0	0	0	0	0	0	0	1
avantgarde metal music	0	0	0	0	0	0	0	1
axe music	0	0	0	0	0	0	0	1
azonto music	0	0	0	0	0	0	0	1
bachata music	0	0	0	0	0	0	0	1
baile funk music	0	0	0	0	0	0	0	1
balearic music	0	0	0	0	0	0	0	1
balkan brass music	0	0	0	0	0	0	0	1
banda music	0	0	0	0	0	0	0	1
bangla music	0	0	0	0	0	0	0	1
barbershop music	0	0	0	0	0	0	0	1
barnemusikk music	0	0	0	0	0	0	0	1
barnmusik music	0	0	0	0	0	0	0	1
baroque music	0	0	0	0	0	0	0	1
baroque ensemble music	0	0	0	0	0	0	0	1
basque rock music	0	0	0	0	0	0	0	1
bass music	0	0	0	0	0	0	0	1
bass trip music	0	0	0	0	0	0	0	1
bassline music	0	0	0	0	0	0	0	1
bay area hip hop music	0	0	0	0	0	0	0	1
beach music	0	0	0	0	0	0	0	1
beatdown music	0	0	0	0	0	0	0	1
beats & rhymes music	0	0	0	0	0	0	0	1
bebop music	0	0	0	0	0	0	0	1
belgian indie music	0	0	0	0	0	0	0	1
belgian rock music	0	0	0	0	0	0	0	1
belly dance music	0	0	0	0	0	0	0	1
belorush music	0	0	0	0	0	0	0	1
bemani music	0	0	0	0	0	0	0	1
benga music	0	0	0	0	0	0	0	1
bhangra music	0	0	0	0	0	0	0	1
big band music	0	0	0	0	0	0	0	1
big beat music	0	0	0	0	0	0	0	1
big room music	0	0	0	0	0	0	0	1
black death music	0	0	0	0	0	0	0	1
black metal music	0	0	0	0	0	0	0	1
black sludge music	0	0	0	0	0	0	0	1
black thrash music	0	0	0	0	0	0	0	1
blackgaze music	0	0	0	0	0	0	0	1
blaskapelle music	0	0	0	0	0	0	0	1
bluegrass music	0	0	0	0	0	0	0	1
blues music	0	0	0	0	0	0	0	1
blues-rock music	0	0	0	0	0	0	0	1
blues-rock guitar music	0	0	0	0	0	0	0	1
bmore music	0	0	0	0	0	0	0	1
bolero music	0	0	0	0	0	0	0	1
boogaloo music	0	0	0	0	0	0	0	1
boogie-woogie music	0	0	0	0	0	0	0	1
bossa nova music	0	0	0	0	0	0	0	1
bossa nova jazz music	0	0	0	0	0	0	0	1
boston rock music	0	0	0	0	0	0	0	1
bounce music	0	0	0	0	0	0	0	1
bouncy house music	0	0	0	0	0	0	0	1
bow pop music	0	0	0	0	0	0	0	1
boy band music	0	0	0	0	0	0	0	1
brass band music	0	0	0	0	0	0	0	1
brass ensemble music	0	0	0	0	0	0	0	1
brazilian composition music	0	0	0	0	0	0	0	1
brazilian gospel music	0	0	0	0	0	0	0	1
brazilian hip hop music	0	0	0	0	0	0	0	1
brazilian indie music	0	0	0	0	0	0	0	1
brazilian pop music	0	0	0	0	0	0	0	1
brazilian punk music	0	0	0	0	0	0	0	1
breakbeat music	0	0	0	0	0	0	0	1
breakcore music	0	0	0	0	0	0	0	1
breaks music	0	0	0	0	0	0	0	1
brega music	0	0	0	0	0	0	0	1
breton folk music	0	0	0	0	0	0	0	1
brill building pop music	0	0	0	0	0	0	0	1
british alternative rock music	0	0	0	0	0	0	0	1
british blues music	0	0	0	0	0	0	0	1
british brass band music	0	0	0	0	0	0	0	1
british dance band music	0	0	0	0	0	0	0	1
british folk music	0	0	0	0	0	0	0	1
british indie rock music	0	0	0	0	0	0	0	1
british invasion music	0	0	0	0	0	0	0	1
britpop music	0	0	0	0	0	0	0	1
broadway music	0	0	0	0	0	0	0	1
broken beat music	0	0	0	0	0	0	0	1
brooklyn indie music	0	0	0	0	0	0	0	1
brostep music	0	0	0	0	0	0	0	1
brutal death metal music	0	0	0	0	0	0	0	1
brutal deathcore music	0	0	0	0	0	0	0	1
bubble trance music	0	0	0	0	0	0	0	1
bubblegum dance music	0	0	0	0	0	0	0	1
bubblegum pop music	0	0	0	0	0	0	0	1
bulgarian rock music	0	0	0	0	0	0	0	1
byzantine music	0	0	0	0	0	0	0	1
c-pop music	0	0	0	0	0	0	0	1
c64 music	0	0	0	0	0	0	0	1
c86 music	0	0	0	0	0	0	0	1
cabaret music	0	0	0	0	0	0	0	1
cajun music	0	0	0	0	0	0	0	1
calypso music	0	0	0	0	0	0	0	1
canadian country music	0	0	0	0	0	0	0	1
canadian hip hop music	0	0	0	0	0	0	0	1
canadian indie music	0	0	0	0	0	0	0	1
canadian metal music	0	0	0	0	0	0	0	1
canadian pop music	0	0	0	0	0	0	0	1
candy pop music	0	0	0	0	0	0	0	1
cantautor music	0	0	0	0	0	0	0	1
cante flamenco music	0	0	0	0	0	0	0	1
canterbury scene music	0	0	0	0	0	0	0	1
cantopop music	0	0	0	0	0	0	0	1
canzone napoletana music	0	0	0	0	0	0	0	1
capoeira music	0	0	0	0	0	0	0	1
carnatic music	0	0	0	0	0	0	0	1
catstep music	0	0	0	0	0	0	0	1
caucasian folk music	0	0	0	0	0	0	0	1
ccm music	0	0	0	0	0	0	0	1
ceilidh music	0	0	0	0	0	0	0	1
cello music	0	0	0	0	0	0	0	1
celtic music	0	0	0	0	0	0	0	1
celtic christmas music	0	0	0	0	0	0	0	1
celtic punk music	0	0	0	0	0	0	0	1
celtic rock music	0	0	0	0	0	0	0	1
central asian folk music	0	0	0	0	0	0	0	1
chalga music	0	0	0	0	0	0	0	1
chamber pop music	0	0	0	0	0	0	0	1
chanson music	0	0	0	0	0	0	0	1
chanson quebecois music	0	0	0	0	0	0	0	1
chaotic black metal music	0	0	0	0	0	0	0	1
chaotic hardcore music	0	0	0	0	0	0	0	1
charred death music	0	0	0	0	0	0	0	1
chicago blues music	0	0	0	0	0	0	0	1
chicago house music	0	0	0	0	0	0	0	1
chicago indie music	0	0	0	0	0	0	0	1
chicago soul music	0	0	0	0	0	0	0	1
chicano rap music	0	0	0	0	0	0	0	1
children's christmas music	0	0	0	0	0	0	0	1
children's music	0	0	0	0	0	0	0	1
chilean rock music	0	0	0	0	0	0	0	1
chill groove music	0	0	0	0	0	0	0	1
chill lounge music	0	0	0	0	0	0	0	1
chill-out music	0	0	0	0	0	0	0	1
chill-out trance music	0	0	0	0	0	0	0	1
chillstep music	0	0	0	0	0	0	0	1
chillwave music	0	0	0	0	0	0	0	1
chinese indie rock music	0	0	0	0	0	0	0	1
chinese opera music	0	0	0	0	0	0	0	1
chinese traditional music	0	0	0	0	0	0	0	1
chip hop music	0	0	0	0	0	0	0	1
chiptune music	0	0	0	0	0	0	0	1
choral music	0	0	0	0	0	0	0	1
choro music	0	0	0	0	0	0	0	1
christian alternative rock music	0	0	0	0	0	0	0	1
christian christmas music	0	0	0	0	0	0	0	1
christian dance music	0	0	0	0	0	0	0	1
christian hardcore music	0	0	0	0	0	0	0	1
christian hip hop music	0	0	0	0	0	0	0	1
christian metal music	0	0	0	0	0	0	0	1
christian music	0	0	0	0	0	0	0	1
christian punk music	0	0	0	0	0	0	0	1
christian rock music	0	0	0	0	0	0	0	1
christmas music	0	0	0	0	0	0	0	1
christmas product music	0	0	0	0	0	0	0	1
cinematic dubstep music	0	0	0	0	0	0	0	1
clarinet music	0	0	0	0	0	0	0	1
classic afrobeat music	0	0	0	0	0	0	0	1
classic belgian pop music	0	0	0	0	0	0	0	1
classic chinese pop music	0	0	0	0	0	0	0	1
classic colombian pop music	0	0	0	0	0	0	0	1
classic czech pop music	0	0	0	0	0	0	0	1
classic danish pop music	0	0	0	0	0	0	0	1
classic dutch pop music	0	0	0	0	0	0	0	1
classic eurovision music	0	0	0	0	0	0	0	1
classic finnish pop music	0	0	0	0	0	0	0	1
classic finnish rock music	0	0	0	0	0	0	0	1
classic french pop music	0	0	0	0	0	0	0	1
classic funk rock music	0	0	0	0	0	0	0	1
classic garage rock music	0	0	0	0	0	0	0	1
classic italian pop music	0	0	0	0	0	0	0	1
classic norwegian pop music	0	0	0	0	0	0	0	1
classic peruvian pop music	0	0	0	0	0	0	0	1
classic polish pop music	0	0	0	0	0	0	0	1
classic psychedelic rock music	0	0	0	0	0	0	0	1
classic rock music	0	0	0	0	0	0	0	1
classic russian pop music	0	0	0	0	0	0	0	1
classic russian rock music	0	0	0	0	0	0	0	1
classic schlager music	0	0	0	0	0	0	0	1
classic soundtrack music	0	0	0	0	0	0	0	1
classic swedish pop music	0	0	0	0	0	0	0	1
classic turkish pop music	0	0	0	0	0	0	0	1
classic venezuelan pop music	0	0	0	0	0	0	0	1
classical music	0	0	0	0	0	0	0	1
classical christmas music	0	0	0	0	0	0	0	1
classical flute music	0	0	0	0	0	0	0	1
classical guitar music	0	0	0	0	0	0	0	1
classical organ music	0	0	0	0	0	0	0	1
classical performance music	0	0	0	0	0	0	0	1
classical period music	0	0	0	0	0	0	0	1
classical piano music	0	0	0	0	0	0	0	1
college a cappella music	0	0	0	0	0	0	0	1
college marching band music	0	0	0	0	0	0	0	1
colombian rock music	0	0	0	0	0	0	0	1
columbus ohio indie music	0	0	0	0	0	0	0	1
comedy music	0	0	0	0	0	0	0	1
comedy rock music	0	0	0	0	0	0	0	1
comic music	0	0	0	0	0	0	0	1
commons music	0	0	0	0	0	0	0	1
complextro music	0	0	0	0	0	0	0	1
composition d music	0	0	0	0	0	0	0	1
concert piano music	0	0	0	0	0	0	0	1
consort music	0	0	0	0	0	0	0	1
contemporary classical music	0	0	0	0	0	0	0	1
contemporary country music	0	0	0	0	0	0	0	1
contemporary folk music	0	0	0	0	0	0	0	1
contemporary jazz music	0	0	0	0	0	0	0	1
contemporary post-bop music	0	0	0	0	0	0	0	1
cool jazz music	0	0	0	0	0	0	0	1
corrosion music	0	0	0	0	0	0	0	1
corsican folk music	0	0	0	0	0	0	0	1
country music	0	0	0	0	0	0	0	1
country blues music	0	0	0	0	0	0	0	1
country christmas music	0	0	0	0	0	0	0	1
country dawn music	0	0	0	0	0	0	0	1
country gospel music	0	0	0	0	0	0	0	1
country road music	0	0	0	0	0	0	0	1
country rock music	0	0	0	0	0	0	0	1
coupe decale music	0	0	0	0	0	0	0	1
coverchill music	0	0	0	0	0	0	0	1
covertrance music	0	0	0	0	0	0	0	1
cowboy western music	0	0	0	0	0	0	0	1
cowpunk music	0	0	0	0	0	0	0	1
crack rock steady music	0	0	0	0	0	0	0	1
croatian pop music	0	0	0	0	0	0	0	1
crossover prog music	0	0	0	0	0	0	0	1
crossover thrash music	0	0	0	0	0	0	0	1
crunk music	0	0	0	0	0	0	0	1
crust punk music	0	0	0	0	0	0	0	1
cryptic black metal music	0	0	0	0	0	0	0	1
cuban rumba music	0	0	0	0	0	0	0	1
cubaton music	0	0	0	0	0	0	0	1
cumbia music	0	0	0	0	0	0	0	1
cumbia funk music	0	0	0	0	0	0	0	1
cumbia sonidera music	0	0	0	0	0	0	0	1
cumbia villera music	0	0	0	0	0	0	0	1
cyber metal music	0	0	0	0	0	0	0	1
czech folk music	0	0	0	0	0	0	0	1
czech rock music	0	0	0	0	0	0	0	1
dallas indie music	0	0	0	0	0	0	0	1
dance pop music	0	0	0	0	0	0	0	1
dance rock music	0	0	0	0	0	0	0	1
dance-punk music	0	0	0	0	0	0	0	1
dancehall music	0	0	0	0	0	0	0	1
dangdut music	0	0	0	0	0	0	0	1
danish hip hop music	0	0	0	0	0	0	0	1
danish indie music	0	0	0	0	0	0	0	1
danish jazz music	0	0	0	0	0	0	0	1
danish pop music	0	0	0	0	0	0	0	1
danish pop rock music	0	0	0	0	0	0	0	1
dansband music	0	0	0	0	0	0	0	1
danseband music	0	0	0	0	0	0	0	1
dark ambient music	0	0	0	0	0	0	0	1
dark black metal music	0	0	0	0	0	0	0	1
dark cabaret music	0	0	0	0	0	0	0	1
dark electro-industrial music	0	0	0	0	0	0	0	1
dark hardcore music	0	0	0	0	0	0	0	1
dark jazz music	0	0	0	0	0	0	0	1
dark minimal techno music	0	0	0	0	0	0	0	1
dark progressive house music	0	0	0	0	0	0	0	1
dark psytrance music	0	0	0	0	0	0	0	1
dark wave music	0	0	0	0	0	0	0	1
darkstep music	0	0	0	0	0	0	0	1
death core music	0	0	0	0	0	0	0	1
death metal music	0	0	0	0	0	0	0	1
deathgrind music	0	0	0	0	0	0	0	1
deep acoustic pop music	0	0	0	0	0	0	0	1
deep adult standards music	0	0	0	0	0	0	0	1
deep alternative r&b music	0	0	0	0	0	0	0	1
deep ambient music	0	0	0	0	0	0	0	1
deep baroque music	0	0	0	0	0	0	0	1
deep brazilian pop music	0	0	0	0	0	0	0	1
deep breakcore music	0	0	0	0	0	0	0	1
deep canadian indie music	0	0	0	0	0	0	0	1
deep ccm music	0	0	0	0	0	0	0	1
deep cello music	0	0	0	0	0	0	0	1
deep chill music	0	0	0	0	0	0	0	1
deep chill-out music	0	0	0	0	0	0	0	1
deep christian rock music	0	0	0	0	0	0	0	1
deep classic garage rock music	0	0	0	0	0	0	0	1
deep classical piano music	0	0	0	0	0	0	0	1
deep comedy music	0	0	0	0	0	0	0	1
deep contemporary country music	0	0	0	0	0	0	0	1
deep dance pop music	0	0	0	0	0	0	0	1
deep darkpsy music	0	0	0	0	0	0	0	1
deep deep house music	0	0	0	0	0	0	0	1
deep deep tech house music	0	0	0	0	0	0	0	1
deep delta blues music	0	0	0	0	0	0	0	1
deep disco music	0	0	0	0	0	0	0	1
deep disco house music	0	0	0	0	0	0	0	1
deep discofox music	0	0	0	0	0	0	0	1
deep downtempo fusion music	0	0	0	0	0	0	0	1
deep dub techno music	0	0	0	0	0	0	0	1
deep east coast hip hop music	0	0	0	0	0	0	0	1
deep euro house music	0	0	0	0	0	0	0	1
deep eurodance music	0	0	0	0	0	0	0	1
deep filthstep music	0	0	0	0	0	0	0	1
deep flow music	0	0	0	0	0	0	0	1
deep folk metal music	0	0	0	0	0	0	0	1
deep free jazz music	0	0	0	0	0	0	0	1
deep freestyle music	0	0	0	0	0	0	0	1
deep full on music	0	0	0	0	0	0	0	1
deep funk music	0	0	0	0	0	0	0	1
deep funk house music	0	0	0	0	0	0	0	1
deep g funk music	0	0	0	0	0	0	0	1
deep german indie music	0	0	0	0	0	0	0	1
deep german punk music	0	0	0	0	0	0	0	1
deep gothic post-punk music	0	0	0	0	0	0	0	1
deep happy hardcore music	0	0	0	0	0	0	0	1
deep hardcore music	0	0	0	0	0	0	0	1
deep hardcore punk music	0	0	0	0	0	0	0	1
deep hardstyle music	0	0	0	0	0	0	0	1
deep house music	0	0	0	0	0	0	0	1
deep indian pop music	0	0	0	0	0	0	0	1
deep indie pop music	0	0	0	0	0	0	0	1
deep indie rock music	0	0	0	0	0	0	0	1
deep indie singer-songwriter music	0	0	0	0	0	0	0	1
deep italo disco music	0	0	0	0	0	0	0	1
deep jazz fusion music	0	0	0	0	0	0	0	1
deep jazz guitar music	0	0	0	0	0	0	0	1
deep jazz piano music	0	0	0	0	0	0	0	1
deep latin alternative music	0	0	0	0	0	0	0	1
deep liquid music	0	0	0	0	0	0	0	1
deep liquid bass music	0	0	0	0	0	0	0	1
deep melodic death metal music	0	0	0	0	0	0	0	1
deep melodic hard rock music	0	0	0	0	0	0	0	1
deep melodic house music	0	0	0	0	0	0	0	1
deep melodic metalcore music	0	0	0	0	0	0	0	1
deep minimal techno music	0	0	0	0	0	0	0	1
deep motown music	0	0	0	0	0	0	0	1
deep neo-synthpop music	0	0	0	0	0	0	0	1
deep neofolk music	0	0	0	0	0	0	0	1
deep new wave music	0	0	0	0	0	0	0	1
deep nordic folk music	0	0	0	0	0	0	0	1
deep northern soul music	0	0	0	0	0	0	0	1
deep opera music	0	0	0	0	0	0	0	1
deep orchestral music	0	0	0	0	0	0	0	1
deep orgcore music	0	0	0	0	0	0	0	1
deep pop emo music	0	0	0	0	0	0	0	1
deep pop punk music	0	0	0	0	0	0	0	1
deep power-pop punk music	0	0	0	0	0	0	0	1
deep progressive house music	0	0	0	0	0	0	0	1
deep progressive trance music	0	0	0	0	0	0	0	1
deep psychobilly music	0	0	0	0	0	0	0	1
deep psytrance music	0	0	0	0	0	0	0	1
deep punk rock music	0	0	0	0	0	0	0	1
deep ragga music	0	0	0	0	0	0	0	1
deep rai music	0	0	0	0	0	0	0	1
deep regional mexican music	0	0	0	0	0	0	0	1
deep smooth jazz music	0	0	0	0	0	0	0	1
deep soft rock music	0	0	0	0	0	0	0	1
deep soul house music	0	0	0	0	0	0	0	1
deep soundtrack music	0	0	0	0	0	0	0	1
deep southern soul music	0	0	0	0	0	0	0	1
deep space rock music	0	0	0	0	0	0	0	1
deep string quartet music	0	0	0	0	0	0	0	1
deep sunset lounge music	0	0	0	0	0	0	0	1
deep surf music	0	0	0	0	0	0	0	1
deep symphonic black metal music	0	0	0	0	0	0	0	1
deep talent show music	0	0	0	0	0	0	0	1
deep tech house music	0	0	0	0	0	0	0	1
deep thrash metal music	0	0	0	0	0	0	0	1
deep trap music	0	0	0	0	0	0	0	1
deep turkish pop music	0	0	0	0	0	0	0	1
deep uplifting trance music	0	0	0	0	0	0	0	1
deep vocal house music	0	0	0	0	0	0	0	1
deep vocal jazz music	0	0	0	0	0	0	0	1
delta blues music	0	0	0	0	0	0	0	1
demoscene music	0	0	0	0	0	0	0	1
denver indie music	0	0	0	0	0	0	0	1
depressive black metal music	0	0	0	0	0	0	0	1
desert blues music	0	0	0	0	0	0	0	1
desi music	0	0	0	0	0	0	0	1
destroy techno music	0	0	0	0	0	0	0	1
detroit hip hop music	0	0	0	0	0	0	0	1
detroit techno music	0	0	0	0	0	0	0	1
didgeridoo music	0	0	0	0	0	0	0	1
digital hardcore music	0	0	0	0	0	0	0	1
dirty south rap music	0	0	0	0	0	0	0	1
dirty texas rap music	0	0	0	0	0	0	0	1
disco music	0	0	0	0	0	0	0	1
disco house music	0	0	0	0	0	0	0	1
discofox music	0	0	0	0	0	0	0	1
dixieland music	0	0	0	0	0	0	0	1
djent music	0	0	0	0	0	0	0	1
dominican pop music	0	0	0	0	0	0	0	1
doo-wop music	0	0	0	0	0	0	0	1
doom metal music	0	0	0	0	0	0	0	1
doomcore music	0	0	0	0	0	0	0	1
doujin music	0	0	0	0	0	0	0	1
downtempo music	0	0	0	0	0	0	0	1
downtempo fusion music	0	0	0	0	0	0	0	1
downtempo trip hop music	0	0	0	0	0	0	0	1
drama music	0	0	0	0	0	0	0	1
dream pop music	0	0	0	0	0	0	0	1
dreamo music	0	0	0	0	0	0	0	1
drill and bass music	0	0	0	0	0	0	0	1
drone music	0	0	0	0	0	0	0	1
drone folk music	0	0	0	0	0	0	0	1
drone metal music	0	0	0	0	0	0	0	1
drone psych music	0	0	0	0	0	0	0	1
drum and bass music	0	0	0	0	0	0	0	1
drumfunk music	0	0	0	0	0	0	0	1
dub music	0	0	0	0	0	0	0	1
dub techno music	0	0	0	0	0	0	0	1
dubstep music	0	0	0	0	0	0	0	1
dubstep product music	0	0	0	0	0	0	0	1
dubsteppe music	0	0	0	0	0	0	0	1
duranguense music	0	0	0	0	0	0	0	1
dutch hip hop music	0	0	0	0	0	0	0	1
dutch house music	0	0	0	0	0	0	0	1
dutch pop music	0	0	0	0	0	0	0	1
dutch rock music	0	0	0	0	0	0	0	1
e6fi music	0	0	0	0	0	0	0	1
early music	0	0	0	0	0	0	0	1
early ensemble music	0	0	0	0	0	0	0	1
east coast hip hop music	0	0	0	0	0	0	0	1
easy listening music	0	0	0	0	0	0	0	1
ebm music	0	0	0	0	0	0	0	1
ectofolk music	0	0	0	0	0	0	0	1
ecuadoria music	0	0	0	0	0	0	0	1
edm music	0	0	0	0	0	0	0	1
electric blues music	0	0	0	0	0	0	0	1
electro music	0	0	0	0	0	0	0	1
electro dub music	0	0	0	0	0	0	0	1
electro house music	0	0	0	0	0	0	0	1
electro jazz music	0	0	0	0	0	0	0	1
electro latino music	0	0	0	0	0	0	0	1
electro swing music	0	0	0	0	0	0	0	1
electro trash music	0	0	0	0	0	0	0	1
electro-industrial music	0	0	0	0	0	0	0	1
electroacoustic improvisation music	0	0	0	0	0	0	0	1
electroclash music	0	0	0	0	0	0	0	1
electrofox music	0	0	0	0	0	0	0	1
electronic music	0	0	0	0	0	0	0	1
electronica music	0	0	0	0	0	0	0	1
electronicore music	0	0	0	0	0	0	0	1
electropowerpop music	0	0	0	0	0	0	0	1
electropunk music	0	0	0	0	0	0	0	1
emo music	0	0	0	0	0	0	0	1
emo punk music	0	0	0	0	0	0	0	1
enka music	0	0	0	0	0	0	0	1
entehno music	0	0	0	0	0	0	0	1
environmental music	0	0	0	0	0	0	0	1
